S.No.,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,car_age,depreciation_rate,Mileage_Score
3931,Honda Brio S MT,Delhi,2015,44328,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5.0,1157000.0,3.8,10,99.99967156439065,19.4
3932,Toyota Etios Liva GD,Delhi,2014,63000,Diesel,Manual,First,23.59 kmpl,1364 CC,67.04 bhp,5.0,1157000.0,4.35,11,99.99962402765773,23.59
3933,Volvo XC60 D5,Hyderabad,2015,100000,Diesel,Automatic,First,13.5 kmpl,2400 CC,215 bhp,5.0,1157000.0,32.5,10,99.99719101123596,13.5
3934,Tata Indigo CS eGVX,Kolkata,2015,103000,Petrol,Manual,First,15.64 kmpl,1193 CC,64.08 bhp,5.0,1157000.0,3.0,10,99.99974070872946,15.64
3935,Toyota Innova Crysta 2.8 ZX AT,Pune,2016,50296,Diesel,Automatic,Second,11.36 kmpl,2755 CC,171.5 bhp,7.0,2707000.0,19.0,9,99.99929811599557,11.36
3936,Volkswagen Vento Diesel Highline,Pune,2013,95500,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,5.0,1157000.0,5.0,12,99.99956784788246,20.54
3937,Ford Ecosport 1.5 DV5 MT Titanium,Pune,2014,72100,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5.0,1157000.0,5.45,11,99.99952895419187,22.7
3938,Maruti Wagon R VXI,Mumbai,2010,19119,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5.0,1157000.0,2.7,15,99.99976663785652,18.9
3939,Mercedes-Benz S-Class 320 L,Mumbai,2006,30000,Petrol,Manual,First,13.0 kmpl,2987 CC,210 bhp,5.0,1157000.0,10.75,19,99.99907087294729,13.0
3940,Volkswagen Polo 1.5 TDI Highline,Hyderabad,2015,75600,Diesel,Manual,First,20.14 kmpl,1498 CC,88.8 bhp,5.0,1157000.0,5.8,10,99.99949870354364,20.14
3941,Tata Indica GLS BS IV,Pune,2007,137000,Petrol,Manual,Second,15.3 kmpl,1193 CC,65.3 bhp,5.0,1157000.0,0.95,18,99.99991789109767,15.3
3942,Maruti 800 Std BSIII,Jaipur,2002,53500,Petrol,Manual,Second,16.1 kmpl,796 CC,37 bhp,4.0,1157000.0,0.63,23,99.9999455488332,16.1
3943,Jeep Compass 2.0 Longitude,Kochi,2018,26101,Diesel,Manual,First,17.1 kmpl,1956 CC,170 bhp,5.0,2138000.0,17.55,7,99.9991791393826,17.1
3944,Maruti Alto K10 LXI Optional,Pune,2016,7000,Petrol,Manual,First,24.07 kmpl,998 CC,67.1 bhp,5.0,436000.00000000006,3.0,9,99.9993119266055,24.07
3945,Skoda Octavia Elegance 2.0 TDI AT,Bangalore,2013,50000,Diesel,Automatic,First,19.3 kmpl,1968 CC,141 bhp,5.0,1157000.0,15.0,12,99.99870354364737,19.3
3946,Maruti Swift Dzire VDI Optional,Hyderabad,2016,30000,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5.0,1157000.0,6.0,9,99.99948141745895,26.59
3947,Maruti Ciaz VDi Plus SHVS,Mumbai,2016,38151,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,5.0,1157000.0,7.65,9,99.99933880726016,28.09
3948,Mercedes-Benz New C-Class C 220 CDI CLASSIC,Jaipur,2009,116000,Diesel,Manual,Second,15.8 kmpl,2148 CC,170 bhp,5.0,1157000.0,8.5,16,99.99926534140016,15.8
3949,Ford Figo Diesel ZXI,Kolkata,2013,22000,Diesel,Manual,First,20.0 kmpl,1399 CC,68 bhp,5.0,1157000.0,2.25,12,99.99980553154711,20.0
3950,Toyota Corolla Altis VL,Delhi,2010,60000,Petrol,Automatic,Second,14.53 kmpl,1798 CC,138.1 bhp,5.0,1157000.0,4.65,15,99.9995980985307,14.53
3951,Maruti SX4 S Cross DDiS 320 Zeta,Mumbai,2016,38000,Diesel,Manual,First,22.7 kmpl,1598 CC,118 bhp,5.0,1157000.0,7.85,9,99.99932152117545,22.7
3952,Ford Figo Petrol ZXI,Coimbatore,2011,51928,Petrol,Manual,First,15.6 kmpl,1196 CC,70 bhp,5.0,1157000.0,3.46,14,99.99970095073466,15.6
3953,Honda Jazz Exclusive CVT,Mumbai,2018,3000,Petrol,Automatic,First,19.0 kmpl,1199 CC,88.7 bhp,5.0,1081000.0,8.25,7,99.99923681776133,19.0
3954,Maruti Zen LXi - BS III,Pune,2006,67196,Petrol,Manual,First,17.3 kmpl,993 CC,60 bhp,5.0,1157000.0,1.25,19,99.9998919619706,17.3
3955,Toyota Fortuner 3.0 Diesel,Bangalore,2012,100000,Diesel,Manual,Third,11.5 kmpl,2982 CC,171 bhp,7.0,1157000.0,16.0,13,99.99861711322386,11.5
3956,Maruti Ciaz ZDi Plus,Jaipur,2015,65218,Diesel,Manual,First,26.21 kmpl,1248 CC,88.5 bhp,5.0,1157000.0,7.4,10,99.99936041486605,26.21
3957,Renault KWID RXT,Kochi,2016,53886,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,5.0,1157000.0,3.07,9,99.99973465859982,25.17
3958,Hyundai i10 Magna AT,Coimbatore,2011,50058,Petrol,Automatic,First,19.2 kmpl,1197 CC,80 bhp,5.0,1157000.0,3.84,14,99.99966810717372,19.2
3959,Maruti Celerio ZXI AT Optional,Pune,2016,64000,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5.0,1157000.0,4.2,9,99.99963699222127,23.1
3960,Hyundai Creta 1.4 E Plus Diesel,Kochi,2018,41641,Diesel,Manual,First,21.38 kmpl,1396 CC,88.7 bhp,5.0,1157000.0,10.82,7,99.99906482281763,21.38
3961,Honda Jazz 1.5 SV i DTEC,Hyderabad,2016,44345,Diesel,Manual,First,27.3 kmpl,1498 CC,98.6 bhp,5.0,1157000.0,6.1,9,99.99947277441659,27.3
3962,Honda City 1.5 S MT,Kolkata,2011,45501,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5.0,1157000.0,3.1,14,99.99973206568711,17.0
3963,Mitsubishi Lancer 1.5 SFXi,Chennai,2001,104000,Petrol,Manual,Third,13.7 kmpl,1468 CC,85.8 bhp,5.0,1157000.0,1.0,24,99.99991356957649,13.7
3964,Nissan Sunny XE P,Coimbatore,2012,50297,Petrol,Manual,First,16.95 kmpl,1498 CC,97.6 bhp,5.0,855000.0000000001,4.69,13,99.99945146198831,16.95
3965,Honda Accord 2.4 AT,Mumbai,2011,87000,Petrol,Automatic,First,11.7 kmpl,2354 CC,177.6 bhp,5.0,1157000.0,5.4,14,99.99953327571306,11.7
3966,Mahindra XUV500 W8 2WD,Mumbai,2016,120000,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7.0,1157000.0,12.0,9,99.99896283491789,15.1
3967,Hyundai i20 1.2 Magna Executive,Mumbai,2018,17000,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,1157000.0,6.5,7,99.99943820224719,18.6
3968,Nissan Micra Diesel XL,Chennai,2014,100000,Diesel,Manual,First,23.08 kmpl,1461 CC,63.1 bhp,5.0,1157000.0,3.0,11,99.99974070872946,23.08
3969,Maruti Ciaz AT ZXi,Kochi,2015,50979,Petrol,Automatic,First,19.12 kmpl,1373 CC,91.1 bhp,5.0,1157000.0,6.9,10,99.9994036300778,19.12
3970,Volkswagen Vento Diesel Trendline,Chennai,2011,41000,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,5.0,1157000.0,4.0,14,99.99965427830595,20.54
3971,Hyundai i20 Asta,Chennai,2011,24000,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,5.0,1157000.0,4.25,14,99.9996326707001,17.0
3972,Toyota Corolla Altis G,Hyderabad,2008,44738,Petrol,Manual,First,14.53 kmpl,1798 CC,138.1 bhp,5.0,1157000.0,5.1,17,99.9995592048401,14.53
3973,Honda City i DTEC VX,Kolkata,2014,37298,Diesel,Manual,First,25.1 kmpl,1498 CC,98.6 bhp,5.0,1157000.0,4.9,11,99.99957649092481,25.1
3974,Maruti Swift VXI BSIV,Pune,2014,42000,Petrol,Manual,Second,20.4 kmpl,1197 CC,81.80 bhp,5.0,1157000.0,3.6,11,99.99968885047535,20.4
3975,Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,Pune,2016,45000,Diesel,Automatic,First,14.21 kmpl,2143 CC,203 bhp,5.0,1157000.0,34.0,9,99.99706136560069,14.21
3976,Toyota Innova 2.5 G (Diesel) 7 Seater,Mumbai,2015,102000,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,7.0,1157000.0,8.25,10,99.99928694900605,12.99
3977,Maruti Swift Lxi BSIII,Pune,2011,70000,Petrol,Manual,First,16.1 kmpl,1298 CC,88.2 bhp,5.0,1157000.0,1.3,14,99.99988764044943,16.1
3978,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,2018,27467,Diesel,Automatic,First,19.27 kmpl,2143 CC,167.62 bhp,5.0,1157000.0,39.05,7,99.99662489196197,19.27
3979,Hyundai Grand i10 Asta,Kolkata,2015,15305,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5.0,1157000.0,3.75,10,99.99967588591184,18.9
3980,Maruti Wagon R LXI BS IV,Mumbai,2010,70000,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5.0,1157000.0,2.1,15,99.99981849611062,18.9
3981,Ford EcoSport 1.5 TDCi Titanium,Hyderabad,2016,36778,Diesel,Manual,First,22.77 kmpl,1498 CC,98.59 bhp,5.0,1157000.0,8.8,9,99.99923941227311,22.77
3982,Volkswagen Polo 1.2 MPI Comfortline,Coimbatore,2015,25845,Petrol,Manual,First,16.47 kmpl,1198 CC,74 bhp,5.0,1157000.0,5.84,10,99.9994952463267,16.47
3983,Hyundai Verna 1.6 VTVT AT SX,Kochi,2018,33858,Petrol,Automatic,First,17.01 kmpl,1591 CC,121.3 bhp,5.0,1157000.0,9.03,7,99.9992195332757,17.01
3984,Renault KWID AMT RXL,Ahmedabad,2017,12000,Petrol,Automatic,Second,24.04 kmpl,999 CC,67 bhp,5.0,1157000.0,3.25,8,99.9997191011236,24.04
3985,Honda Brio S Option AT,Coimbatore,2013,33709,Petrol,Automatic,First,16.5 kmpl,1198 CC,86.8 bhp,5.0,1157000.0,4.9,12,99.99957649092481,16.5
3986,Ford Figo Aspire 1.2 Ti-VCT Titanium,Kochi,2018,32709,Petrol,Manual,First,18.16 kmpl,1196 CC,86.8 bhp,5.0,1157000.0,6.46,7,99.99944165946414,18.16
3987,Toyota Fortuner 3.0 Diesel,Bangalore,2014,72000,Diesel,Manual,Second,11.5 kmpl,2982 CC,171 bhp,7.0,1157000.0,18.5,11,99.99840103716508,11.5
3988,Tata Indigo eCS eLX BS IV,Ahmedabad,2013,31000,Diesel,Manual,First,25.0 kmpl,1396 CC,69.01 bhp,5.0,1157000.0,2.7,12,99.99976663785652,25.0
3989,Ford Figo 2015-2019 1.5D Ambiente MT,Chennai,2016,70000,Diesel,Manual,First,25.83 kmpl,1498 CC,99 bhp,5.0,1157000.0,4.6,9,99.99960242005184,25.83
3990,Maruti Swift Dzire VDI,Jaipur,2014,61000,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5.0,1157000.0,5.35,11,99.99953759723422,23.4
3991,Nissan Micra Diesel XV Primo,Pune,2011,72000,Diesel,Manual,First,23.08 kmpl,1461 CC,63.1 bhp,5.0,1157000.0,2.3,14,99.99980121002594,23.08
3992,Skoda Octavia Style Plus 2.0 TDI AT,Delhi,2016,49000,Diesel,Automatic,First,19.3 kmpl,1968 CC,141 bhp,5.0,1157000.0,15.45,9,99.9986646499568,19.3
3993,Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Hyderabad,2014,42939,Diesel,Automatic,First,16.96 kmpl,1968 CC,138.03 bhp,5.0,1157000.0,12.49,11,99.99892048401037,16.96
3994,Audi Q7 35 TDI Quattro Technology,Coimbatore,2016,32545,Diesel,Automatic,First,12.07 kmpl,2967 CC,241.4 bhp,7.0,1157000.0,48.76,9,99.9957856525497,12.07
3995,Hyundai i20 1.2 Sportz,Pune,2011,54000,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,5.0,1157000.0,3.2,14,99.99972342264478,17.0
3996,BMW 3 Series 320d Corporate Edition,Delhi,2012,76000,Diesel,Automatic,First,16.07 kmpl,1995 CC,181 bhp,4.0,1157000.0,8.75,13,99.9992437337943,16.07
3997,Hyundai i20 Active 1.4 SX Dual Tone,Kolkata,2015,27000,Diesel,Manual,First,21.19 kmpl,1396 CC,88.73 bhp,5.0,1157000.0,5.99,10,99.99948228176319,21.19
3998,Mahindra Scorpio 2.6 DX,Chennai,2005,120000,Diesel,Manual,Second,12.7 kmpl,2609 CC,116.6 bhp,8.0,1157000.0,2.9,20,99.99974935177183,12.7
3999,Audi A4 3.2 FSI Tiptronic Quattro,Hyderabad,2012,125000,Petrol,Automatic,First,10.5 kmpl,3197 CC,null bhp,0.0,1157000.0,18.0,13,99.99844425237684,10.5
4000,Ford Figo Diesel EXI,Kolkata,2011,37000,Diesel,Manual,First,20.0 kmpl,1399 CC,68.05 bhp,5.0,1157000.0,1.8,14,99.99984442523768,20.0
4001,Honda Accord 2.4 Inspire M/T,Mumbai,2012,42000,Petrol,Manual,First,9.8 kmpl,2354 CC,180 bhp,5.0,1157000.0,6.25,13,99.99945980985306,9.8
4002,Hyundai i20 Sportz 1.4 CRDi,Bangalore,2013,60000,Diesel,Manual,First,21.9 kmpl,1396 CC,88.76 bhp,5.0,1157000.0,5.45,12,99.99952895419187,21.9
4003,Jaguar XF 2.2 Litre Luxury,Mumbai,2018,3000,Diesel,Automatic,First,16.36 kmpl,2179 CC,187.7 bhp,5.0,1157000.0,52.5,7,99.99546240276578,16.36
4004,Hyundai Verna 1.6 SX VTVT (O) AT,Mumbai,2013,44000,Petrol,Automatic,First,17.1 kmpl,1591 CC,121.4 bhp,5.0,1157000.0,5.6,12,99.99951598962834,17.1
4005,Honda City i VTEC VX Option,Kolkata,2014,37000,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5.0,1157000.0,6.45,11,99.99944252376837,17.4
4006,Hyundai i20 Asta Optional with Sunroof 1.2,Mumbai,2012,50000,Petrol,Manual,First,18.5 kmpl,1197 CC,82.85 bhp,5.0,1157000.0,3.7,13,99.99968020743302,18.5
4007,Honda Brio S MT,Chennai,2013,58581,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5.0,1157000.0,3.49,12,99.99969835782196,19.4
4008,Hyundai i20 Sportz 1.4 CRDi,Kolkata,2013,25500,Diesel,Manual,First,21.9 kmpl,1396 CC,88.76 bhp,5.0,1157000.0,3.55,12,99.99969317199654,21.9
4009,Maruti Grand Vitara 2.4 MT,Mumbai,2017,25000,Petrol,Manual,First,10.4 kmpl,2393 CC,163.5 bhp,5.0,1157000.0,9.0,8,99.99922212618841,10.4
4010,Maruti A-Star Vxi,Hyderabad,2011,53766,Petrol,Manual,First,19.0 kmpl,998 CC,66.1 bhp,5.0,1157000.0,2.7,14,99.99976663785652,19.0
4011,Fiat Punto 1.3 Emotion,Pune,2011,45271,Diesel,Manual,First,20.3 kmpl,,,,1157000.0,2.6,14,99.99977528089887,20.3
4012,Maruti Alto LXi,Chennai,2006,68000,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5.0,1157000.0,1.5,19,99.99987035436475,19.7
4013,Mahindra XUV500 W10 2WD,Jaipur,2017,40000,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7.0,1157000.0,15.9,8,99.99862575626621,16.0
4014,Maruti Swift RS VDI,Hyderabad,2013,73212,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5.0,1157000.0,5.2,12,99.99955056179776,22.9
4015,BMW X1 sDrive20d,Mumbai,2014,69000,Diesel,Automatic,First,17.05 kmpl,1995 CC,184 bhp,5.0,1157000.0,16.25,11,99.99859550561798,17.05
4016,Volkswagen Passat 2.0 PD DSG,Mumbai,2007,61932,Diesel,Automatic,Second,14.3 kmpl,1968 CC,140 bhp,5.0,1157000.0,3.31,18,99.99971391529819,14.3
4017,BMW X3 xDrive20d,Bangalore,2012,52000,Diesel,Automatic,First,16.09 kmpl,1995 CC,184 bhp,5.0,1157000.0,24.0,13,99.99792566983578,16.09
4018,Maruti Ritz VXi,Kolkata,2011,150000,Petrol,Manual,First,18.5 kmpl,1197 CC,85.80 bhp,5.0,1157000.0,2.5,14,99.99978392394124,18.5
4019,Hyundai i20 Sportz 1.4 CRDi,Jaipur,2013,70933,Diesel,Manual,Second,21.9 kmpl,1396 CC,88.76 bhp,5.0,1157000.0,3.9,12,99.99966292134832,21.9
4020,Maruti Swift VDI BSIV,Kolkata,2013,115195,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5.0,1157000.0,3.85,12,99.99966724286948,25.2
4021,Mercedes-Benz New C-Class 200 Kompressor,Delhi,2011,62148,Petrol,Manual,First,11.7 kmpl,1796 CC,178 bhp,5.0,1157000.0,8.8,14,99.99923941227311,11.7
4022,Toyota Corolla Altis 1.8 GL,Chennai,2009,32000,Petrol,Manual,Second,14.28 kmpl,1798 CC,138.03 bhp,5.0,2266000.0,4.95,16,99.99978155339805,14.28
4023,Hyundai Verna 1.6 SX CRDi (O),Kolkata,2014,58000,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,5.0,1157000.0,5.75,11,99.99950302506481,22.32
4024,Renault Duster 110PS Diesel RxZ,Kochi,2014,68598,Diesel,Manual,First,19.01 kmpl,1461 CC,108.45 bhp,5.0,1157000.0,6.17,11,99.99946672428696,19.01
4025,Maruti Swift Ldi BSIII,Chennai,2010,84072,Diesel,Manual,First,17.8 kmpl,1248 CC,75 bhp,5.0,1157000.0,3.45,15,99.9997018150389,17.8
4026,Maruti Alto K10 VXI,Jaipur,2016,51264,Petrol,Manual,First,24.07 kmpl,998 CC,67.1 bhp,5.0,424000.0,3.2,9,99.99924528301887,24.07
4027,Hyundai Creta 1.6 SX Plus Petrol Automatic,Coimbatore,2017,21363,Petrol,Automatic,First,13.0 kmpl,1591 CC,121.3 bhp,5.0,1157000.0,13.49,8,99.99883405358686,13.0
4028,Mercedes-Benz CLA 200 CGI Sport,Delhi,2016,40000,Petrol,Automatic,First,15.04 kmpl,1991 CC,183 bhp,5.0,4102000.0000000005,24.5,9,99.99940273037544,15.04
4029,Honda CR-V 2.4 4WD AT,Kolkata,2015,35000,Petrol,Automatic,First,10.1 kmpl,2354 CC,152 bhp,5.0,1157000.0,14.7,10,99.99872947277441,10.1
4030,Ford Ecosport 1.5 DV5 MT Trend,Hyderabad,2014,55000,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5.0,1157000.0,6.0,11,99.99948141745895,22.7
4031,Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,Coimbatore,2016,43252,Diesel,Automatic,First,13.0 kmpl,2143 CC,204 bhp,5.0,1157000.0,34.18,9,99.99704580812447,13.0
4032,Hyundai Grand i10 CRDi Magna,Delhi,2014,42000,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5.0,1157000.0,3.5,11,99.99969749351771,24.0
4033,Ford Fiesta 1.4 Duratec ZXI,Hyderabad,2006,69000,Petrol,Manual,First,16.6 kmpl,1388 CC,68 bhp,5.0,1157000.0,2.15,19,99.99981417458946,16.6
4034,Hyundai Creta 1.6 SX Automatic Diesel,Kolkata,2018,14000,Diesel,Automatic,First,17.6 kmpl,1582 CC,126.2 bhp,5.0,1700000.0,11.25,7,99.99933823529412,17.6
4035,Maruti A-Star Lxi,Delhi,2010,70000,Petrol,Manual,First,19.0 kmpl,998 CC,66.1 bhp,5.0,1157000.0,2.0,15,99.99982713915298,19.0
4036,Maruti Ritz LDi,Kochi,2015,35314,Diesel,Manual,First,23.2 kmpl,1248 CC,73.94 bhp,5.0,1157000.0,4.27,10,99.99963094209161,23.2
4037,Honda City i VTEC SV,Kochi,2017,38691,Petrol,Manual,First,17.8 kmpl,1497 CC,117.3 bhp,5.0,1157000.0,7.68,8,99.99933621434745,17.8
4038,Toyota Innova 2.5 GX (Diesel) 7 Seater,Coimbatore,2017,72717,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,7.0,1157000.0,14.52,8,99.99874503025065,12.99
4039,Mercedes-Benz R-Class R350 4Matic Long,Mumbai,2011,82000,Petrol,Automatic,Second,11.8 kmpl,3498 CC,272 bhp,7.0,1157000.0,16.85,14,99.99854364736387,11.8
4040,Skoda Rapid 1.5 TDI Elegance,Mumbai,2015,44000,Diesel,Manual,First,21.14 kmpl,1498 CC,103.52 bhp,5.0,1157000.0,5.75,10,99.99950302506481,21.14
4041,Ford Ecosport 1.5 Ti VCT MT Titanium,Mumbai,2017,27000,Petrol,Manual,First,15.8 kmpl,1499 CC,110 bhp,5.0,1157000.0,8.3,8,99.99928262748487,15.8
4042,Maruti Celerio VXI AT,Chennai,2014,18500,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5.0,1157000.0,3.95,11,99.99965859982714,23.1
4043,Volkswagen Vento Petrol Highline,Mumbai,2014,45000,Petrol,Manual,First,15.04 kmpl,1598 CC,103.6 bhp,5.0,1157000.0,4.8,11,99.99958513396714,15.04
4044,Volvo XC60 D5,Ahmedabad,2011,173000,Diesel,Automatic,First,13.5 kmpl,2400 CC,215 bhp,5.0,1157000.0,12.0,14,99.99896283491789,13.5
4045,Toyota Etios Cross 1.4 GD,Ahmedabad,2017,42000,Diesel,Manual,First,23.59 kmpl,1364 CC,67.04 bhp,5.0,1157000.0,6.25,8,99.99945980985306,23.59
4046,Tata Indica Vista TDI LX,Jaipur,2012,90000,Diesel,Manual,First,19.4 kmpl,1405 CC,70 bhp,5.0,1157000.0,2.5,13,99.99978392394124,19.4
4047,Honda City i VTEC CVT VX,Pune,2014,82329,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,5.0,1157000.0,7.5,11,99.99935177182368,18.0
4048,Honda City 1.5 V MT,Delhi,2010,80302,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5.0,1157000.0,3.5,15,99.99969749351771,17.0
4049,Skoda Octavia Rider Classic 1.9 TDI,Hyderabad,2005,105000,Diesel,Manual,First,18.7 kmpl,1896 CC,66 bhp,5.0,1157000.0,1.99,20,99.99982800345721,18.7
4050,Toyota Corolla 1.8 J,Kolkata,2009,60000,Petrol,Manual,First,14.53 kmpl,1798 CC,138 bhp,5.0,1157000.0,2.25,16,99.99980553154711,14.53
4051,Toyota Etios G,Delhi,2014,70000,Petrol,Manual,First,16.78 kmpl,1496 CC,88.73 bhp,5.0,1157000.0,3.25,11,99.9997191011236,16.78
4052,BMW X1 sDrive20d,Bangalore,2016,45000,Diesel,Automatic,First,17.05 kmpl,1995 CC,184 bhp,5.0,1157000.0,28.5,9,99.99753673292999,17.05
4053,Honda City ZX CVT,Kolkata,2006,44000,Petrol,Automatic,First,16.4 kmpl,1497 CC,78 bhp,5.0,1157000.0,1.5,19,99.99987035436475,16.4
4054,Hyundai i20 Sportz 1.4 CRDi,Delhi,2017,25500,Diesel,Manual,First,22.54 kmpl,1396 CC,88.73 bhp,5.0,1157000.0,7.0,8,99.99939498703544,22.54
4055,Mercedes-Benz E-Class E350 CDI,Delhi,2014,68000,Diesel,Automatic,First,13.0 kmpl,2987 CC,261.5 bhp,5.0,1157000.0,27.5,11,99.9976231633535,13.0
4056,Hyundai Creta 1.6 CRDi SX Option,Ahmedabad,2015,61786,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5.0,1157000.0,10.5,10,99.99909248055316,19.67
4057,Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus,Jaipur,2014,65000,Diesel,Automatic,Second,15.73 kmpl,1968 CC,174.33 bhp,5.0,1157000.0,21.5,11,99.99814174589456,15.73
4058,Land Rover Discovery Sport TD4 HSE,Delhi,2016,77000,Diesel,Automatic,First,12.63 kmpl,2179 CC,147.5 bhp,5.0,1157000.0,35.0,9,99.99697493517718,12.63
4059,Skoda Rapid 1.5 TDI AT Elegance Plus,Hyderabad,2015,34000,Diesel,Automatic,First,21.66 kmpl,1498 CC,103.52 bhp,5.0,1157000.0,7.99,10,99.99930942091616,21.66
4060,Maruti Celerio VXI AT,Coimbatore,2015,59751,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5.0,1157000.0,4.88,10,99.99957821953328,23.1
4061,Audi RS5 Coupe,Mumbai,2013,23312,Petrol,Automatic,First,11.05 kmpl,2894 CC,444 bhp,4.0,12800000.0,40.5,12,99.99968359375,11.05
4062,Maruti Ciaz ZXi Plus,Mumbai,2015,30000,Petrol,Manual,First,20.73 kmpl,1373 CC,91.1 bhp,5.0,1157000.0,6.55,10,99.999433880726,20.73
4063,Audi Q5 2.0 TDI Premium Plus,Coimbatore,2015,60146,Diesel,Automatic,First,14.16 kmpl,1968 CC,174.3 bhp,5.0,1157000.0,29.64,10,99.9974382022472,14.16
4064,Ford Figo Diesel Titanium,Coimbatore,2013,44731,Diesel,Manual,Second,20.0 kmpl,1399 CC,68 bhp,5.0,1157000.0,4.34,12,99.99962489196196,20.0
4065,Ford Ecosport 1.0 Ecoboost Titanium,Kochi,2014,43316,Petrol,Manual,First,18.88 kmpl,999 CC,123.37 bhp,5.0,1157000.0,6.22,11,99.99946240276577,18.88
4066,Honda City 1.5 S MT,Delhi,2009,92000,Petrol,Manual,Second,17.0 kmpl,1497 CC,118 bhp,5.0,1157000.0,2.25,16,99.99980553154711,17.0
4067,Jaguar XF 2.2 Litre Luxury,Hyderabad,2015,50000,Diesel,Automatic,First,16.36 kmpl,2179 CC,187.7 bhp,5.0,1157000.0,38.0,10,99.99671564390665,16.36
4068,Maruti Swift VXI BSIV,Mumbai,2008,69000,Petrol,Manual,Second,20.4 kmpl,1197 CC,81.80 bhp,5.0,1157000.0,2.15,17,99.99981417458946,20.4
4069,BMW 5 Series 520d Luxury Line,Coimbatore,2014,60280,Diesel,Automatic,First,22.48 kmpl,1995 CC,190 bhp,5.0,6371000.0,22.45,11,99.99964762203736,22.48
4070,Mercedes-Benz B Class B200 CDI,Coimbatore,2017,48161,Diesel,Automatic,First,15.0 kmpl,2143 CC,107.3 bhp,5.0,1157000.0,20.87,8,99.99819619706135,15.0
4071,Honda Brio S MT,Mumbai,2013,41000,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5.0,1157000.0,3.1,12,99.99973206568711,19.4
4072,Hyundai i20 Sportz 1.2,Mumbai,2016,6000,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,1157000.0,5.95,9,99.99948573898013,18.6
4073,Tata Indica V2 DLG TC,Mumbai,2006,133000,Diesel,Manual,Second,16.8 kmpl,1405 CC,68 bhp,5.0,1157000.0,0.86,19,99.99992566983578,16.8
4074,Toyota Fortuner 3.0 Diesel,Delhi,2010,76000,Diesel,Manual,First,11.5 kmpl,2982 CC,171 bhp,7.0,1157000.0,9.25,15,99.99920051858254,11.5
4075,Hyundai i10 Sportz 1.1L,Mumbai,2011,15590,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,5.0,1157000.0,2.25,14,99.99980553154711,19.81
4076,Hyundai i20 1.2 Sportz Option,Kochi,2016,69681,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,5.0,1157000.0,6.13,9,99.99947018150391,17.0
4077,Maruti Baleno LXI - BSIII,Kochi,2006,70362,Petrol,Manual,Second,15.4 kmpl,1590 CC,null bhp,5.0,1157000.0,1.81,19,99.99984356093344,15.4
